product_ndc,generic_name,brand_name,manufacturer_name,dosage_form,route,strength,strength_unit,description
51672-2002,Clotrimazole,Clotrimazole,"Sun Pharmaceutical Industries, Inc.",CREAM,TOPICAL,1,g,
51759-960,risperidone,UZEDY,"Teva Pharmaceuticals USA, Inc.","INJECTION, SUSPENSION, EXTENDED RELEASE",SUBCUTANEOUS,250,mg,
53238-002,"POTASSIUM NITRATE, SODIUM MONOFLUOROPHOSPHATE",PERIOSCIENCES SENSITIVE AO Pro,PERIOSCIENCES LLC,"PASTE, DENTIFRICE",DENTAL,50,mg,
53499-0803,"ACONITUM NAPELLUS, BRYONIA ALBA ROOT, EUCALYPTUS GLOBULUS LEAF, EUPATORIUM PERFOLIATUM FLOWERING TOP, GELSEMIUM SEMPERVIRENS ROOT, IPECAC, PHOSPHORUS, SAMBUCUS NIGRA FLOWERING TOP",Sambucus Flu Relief,"Schwabe North America, Inc.",SYRUP,ORAL,4,[hp_X],
53645-2530,Quercus Radix-Cinis 20X,Quercus Radix-Cinis 20X,"True Botanica, LLC",LIQUID,ORAL,20,[hp_X],
0023-3988,"carboxymethylcellulose sodium, Glycerin, Polysorbate 80",Refresh Optive Mega-3 PF,"Allergan, Inc.",SOLUTION/ DROPS,OPHTHALMIC,5,mg,
54738-040,Acetaminophen,APAP,"Richmond Pharmaceuticals, Inc.",TABLET,ORAL,500,mg,
54860-556,alcohol,Smart Care Hand Sanitizer Wild Cherry Blossom,"Shenzhen Lantern Scicence Co.,Ltd.",SPRAY,TOPICAL,70,mL,
55111-279,Levofloxacin,Levofloxacin,Dr. Reddy's Laboratories Limited,"TABLET, FILM COATED",ORAL,250,mg,
54092-253,lanthanum carbonate,Fosrenol,"Takeda Pharmaceuticals America, Inc.","TABLET, CHEWABLE",ORAL,750,mg,
0220-3254,MAGNESIUM CHLORIDE,Magnesia muriatica,Boiron,PELLET,ORAL,5,[hp_C],
85163-011,GLYCERIN,OUHOE Biotin With Hydrolyzed Collagen,"Shantou Ouhoe Technology Co., Ltd.",LIQUID,TOPICAL,.3,mg,
85248-077,salicylic acid 1% FACIAL BUMP REFINING ESSENCE,Beilloso FACIAL BUMP REFINING ESSENCE,"Jiangxi Yudexi Pharmaceutical Co., LTD",LIQUID,TOPICAL,1,g,
85298-205,Zinc Oxide,Skin Tone Defender 20% Zinc Oxide,Cali Skin Care LLC,CREAM,TOPICAL,200,mg,
85373-208,Zinc Oxide,Parasol Daily Mineral Sunscreen,"Bodi & Wax, LLC",CREAM,TOPICAL,160,mg,
85438-208,Zinc Oxide,PROTECTOR SOLAR TINTED SPF SUNSCREEN,The Beez Kneez Skin Care & Acne Clinic LLC,CREAM,TOPICAL,160,mg,
85513-208,Zinc Oxide,Tinted Replenishing Daily Protection,"THE AESTHETICS ACADEMY, LLC",CREAM,TOPICAL,160,mg,
85600-2034,Zinc Oxide,Peachy Tinted Facial Sunscreen,Peachy Corp,LOTION,TOPICAL,132,mg,
85742-012,Regadenoson,Regadenoson,Kanchan Healthcare Inc,"INJECTION, SOLUTION",INTRAVENOUS,.08,mg,
85766-195,methylprednisolone acetate,methylprednisolone acetate,Sportpharm LLC,"INJECTION, SUSPENSION","INTRA-ARTICULAR, INTRALESIONAL, INTRAMUSCULAR, INTRASYNOVIAL, SOFT TISSUE",40,mg,
85816-5081,Phosphoric Acid,BM Phosphoric Acid,BM Private Limited,GLOBULE,ORAL,30,[hp_C],
85891-011,PETROLATUM,ROYAL CREAMY PETROELUM,SPARROW LIFE CARE PRIVATE LIMITED,CREAM,TOPICAL,30,g,
87036-030,DENDROBIUM OFFICINALE STEM,ODLUMIVIE Dendrobium Restorative Mask,ODLUMIVIE,LIQUID,CUTANEOUS,1,g,
87143-100,calcipotriene and betamethasone dipropionate,Attero,"Perfero Pharma, Inc.",SOLUTION,TOPICAL,.5,mg,
87267-001,Gentiana Scabra Root Extract,EAYONYUM STYE RELIEF SERUM,"YIYANGYUAN LIFE SCIENCES (HONG KONG) CO., LIMITED",LIQUID,OPHTHALMIC,.6,g,
87432-704,Zinc Oxide,Daily Defense Mineral Sunscreen Serum Broad Spectrum SPF 33,Eva's Esthetics,LOTION,TOPICAL,.17,g,
87681-005,MINOXIDIL,Gemachlich ZuHause Beard Growth Treatment Serum,"Guangzhou Xinhongda Trading Service Co., Ltd.",LIQUID,TOPICAL,.05,g,
98132-307,Titanium Dioxide,bareMinerals BAREPRO Performance Wear Liquid Foundation Broad Spectrum SPF 20 Ivory 02,Orveon Global US LLC,LIQUID,TOPICAL,33.2,mg,
0078-1308,amlodipine besylate and valsartan,,Novartis Pharmaceuticals Corporation,"TABLET, FILM COATED",,10,mg,
0904-6374,ROPINIROLE,ROPINIROLE,Major Pharmaceuticals,"TABLET, FILM COATED",ORAL,1,mg,
0591-0861,Lisinopril and hydrochlorothiazide,,"Actavis Pharma, Inc.",TABLET,,12.5,mg,
0904-6617,Hydroxyzine Hydrochloride,Hydroxyzine Hydrochloride,Major Pharmaceuticals,"TABLET, FILM COATED",ORAL,25,mg,
10888-8178,Simethicone,,"Patheon Softgels, Inc.","CAPSULE, LIQUID FILLED",,125,mg,
11014-0448,Voclosporin,,"Catalent Pharma Solutions, LLC",CAPSULE,,7.9,mg,
11722-079,Neratinib Maleate,,TAPI Croatia Industries Ltd.,POWDER,,5,kg,
12658-0568,ALENDRONATE SODIUM,,Pharmaceutical Works POLPHARMA,POWDER,,5,kg,
12828-0023,Methyclothiazide,,Cambrex Profarmaco Milano Srl,POWDER,,1,kg,
14403-0021,Liraglutide,,"Hybio Pharmaceutical Co., Ltd.",POWDER,,1,g,
17337-0024,Isotretinoin,,Olon SpA,POWDER,,1,kg,
17381-031,Entecavir,,Siegfried Evionnaz SA,POWDER,,1,kg,
24002-0022,Travoprost,,NEWCHEM SPA,OIL,,1,g,
14593-947,Amiodarone Hydrochloride,,Emcure Pharmaceuticals Limited,POWDER,,1,kg,
16436-0109,RIVAROXABAN,,Medichem Manufacturing (Malta) Ltd.,POWDER,,75,kg,
33342-607,oseltamivir phosphate,,Macleods Pharmaceuticals Limited,POWDER,,10,kg,
38779-0842,Erythromycin,,Medisca Inc.,POWDER,,1,g,
41701-002,Oxytocin,,Piramal Pharma Limited,POWDER,,10000000,[iU],
42571-281,Bromfenac sodium sesquihydrate,,Micro Labs Limited,POWDER,,10,kg,
42973-395,Cevimeline Hydrochloride,,Apicore Pharmaceuticals Private Limited,"INJECTION, SOLUTION",,1,kg,
43742-1764,Chlamydia Trachomatis,,"Deseret Biologicals, Inc.",LIQUID,,15,[hp_X],
43742-2131,"Candida Albicans, Candida Albicans DNA",,Deseret Biologicals,LIQUID,,90,[hp_X],
43898-0135,Ipratropium Bromide,,Lusochimica SpA,POWDER,,1,kg,
46016-5041,DALFAMPRIDINE MICRONIZED,,PROCOS S.p.A.,POWDER,,50,kg,
47049-027,odevixibat,,Patheon France S.A.S,"CAPSULE, COATED PELLETS",,200,ug,
0069-5810,dofetilide,Tikosyn,Pfizer Laboratories Div Pfizer Inc,CAPSULE,ORAL,.25,mg,
0942-6326,Anticoagulant Citrate Phosphate Dextrose Adenine,CPDA-1,"Fenwal, Inc.",SOLUTION,INTRAVENOUS,19.3,mg,
48087-0161,ULOTARONT HYDROCHLORIDE,,F.I.S. FABBRICA ITALIANA SINTETICI S.P.A.,POWDER,,1,kg,
49442-5060,Dextran 60,,Pharmacosmos A/S,POWDER,,100,g,
0941-0413,"sodium chloride, sodium lactate, calcium chloride, magnesium chloride and dextrose",DIANEAL PD-2 with Dextrose,Vantive US Healthcare LLC,"INJECTION, SOLUTION",INTRAPERITONEAL,25.7,mg,
51114-0450,"acetaminophen, dextromethorphan hydrobromide",,Vovantis Laboratories Private Limited,GRANULE,,500,mg,
51606-004,Benzalkonium Chloride,,"Organo Sintesis, S.A. de C.V.","SOLUTION, CONCENTRATE",,1,kg,
51927-0153,PYRILAMINE MALEATE,,Professional Compounding Centers of America,CONCENTRATE,,1,kg,
51927-1573,ALBUTEROL SULFATE,,Professional Compounding Centers of America dba PCCA,POWDER,,1,kg,
52076-6270,Everolimus B02,,"Chunghwa Chemical Sysnthsis & Biotech Co.,Ltd.",POWDER,,1,kg,
52562-021,LANSOPRAZOLE,,Chromo Laboratories India Private Limited,POWDER,,1,kg,
0074-1040,Beractant,Survanta,AbbVie Inc.,SUSPENSION,ENDOTRACHEAL,25,mg,
10210-0082,"HOMOSALATE, OCTOCRYLENE, OCTISALATE, AVOBENZONE",Carmex Daily Care Moisturizing Lip Balm SPF 15 Assorted,"Carma Laboratories, Inc.",KIT,,,,
62512-0083,SITAGLIPTIN ANHYDR0US,,Amoli Organics (A Division of Umedica Laboratories Pvt.Ltd),POWDER,,1,kg,
62982-026,Aspirin,,"Deseret Laboratories, Inc.",TABLET,,325,mg,
62993-0808,LINAGLIPTIN,,Morepen Laboratories Limited,POWDER,,1,kg,
53069-0890,Isradipine micronized,,Quimica Sintetica S.A.,POWDER,,1,kg,
53360-1111,Fexofenadine Hydrochloride and Pseudoephedrine Hydrochloride,,Sanofi Winthrop Industrie,"TABLET, EXTENDED RELEASE",,180,mg,
54239-004,Calcitriol,,Cerbios-Pharma SA,POWDER,,1,g,
54893-0052,Dabrafenib Mesylate,,MSN Laboratories Private Limited,POWDER,,1,kg,
55111-890,Ziprasidone Hydrochloride Monohydrate,,Dr.Reddys Laboratories Limited,POWDER,,1,kg,
58159-067,Celecoxib,,Nuray Chemicals Private Limited,POWDER,,35,kg,
58621-006,rabacfosadine succinate,,Piramal Pharma Solutions Inc.,"INJECTION, POWDER, FOR SOLUTION",,16.4,mg,
55545-0400,miconazole nitrate,,FDC Limited,POWDER,,1,kg,
57298-805,Pancrelipase,,Adare Pharmaceuticals Srl,CAPSULE,,84000,[USP'U],
57741-4000,Teriflunomide Micronized,,Maprimed S.A.,POWDER,,1,kg,
59116-4990,"Phenyl-2-(R,S)-Aminopropane L-Aspartate",,"Cambrex Charles City, Inc",POWDER,,1,kg,
59651-097,Cetirizine Hydrochloride,,Aurobindo Pharma Limited,TABLET,,10,mg,
59651-990,Glycerol Phenylbutyrate,,Aurobindo Pharma Limited,LIQUID,,1,kg,
60422-402,Nemolizumab,,"Chugai Pharmaceutical Co., Ltd.",LIQUID,,100,mg,
60870-0473,Heparin,,Aspen Oss B.V.,POWDER,,1,g,
70600-021,Ozenoxacin,,Maithri Drugs Private Limited,POWDER,,1,kg,
10942-2011,Nitrogen,Nitrogen,Raimy Corporation,GAS,RESPIRATORY (INHALATION),990,mL,
68554-0005,Irbesartan,,Hetero Labs Limited,POWDER,,1,kg,
68981-004,CLINDAMYCIN HYDROCHLORIDE,,Xenex Laboratories Inc,POWDER,,1,g,
69497-0141,Pneumococcal 21-valent Conjugate Vaccine,,MSD Ireland (Carlow),"INJECTION, SOLUTION",,65,ug,
69988-0011,Abiraterone Acetate,,"Catalent Micron Technologies, Inc.",POWDER,,1,kg,
64805-0305,(Ge-68) Germanium Chloride/(Ga-68) Gallium Chloride,,Institut National des Radio-Elements,SOLUTION,,1,mCi,
65089-0042,Levocabastine Hydrochloride,,Curia Spain S.A.U.,POWDER,,1,kg,
63285-893,deucravacitinib,,"Patheon, Inc.","TABLET, FILM COATED",,6,mg,
63552-134,WATER,,Patheon Manufacturing Services LLC,INJECTION,,1,mL,
64162-0339,Topiramate,,Global Calcium Private Limited,POWDER,,1,kg,
64567-0002,Fluconazole,,Inke SA,POWDER,,1,kg,
65372-1116,escitalopram oxalate,,Jubilant Biosys limited,POWDER,,1,kg,
65691-0066,Escitalopram Oxalate,,Cadila Pharmaceuticals Limited,POWDER,,25,kg,
65862-049,Efavirenz,,Aurobindo Pharma Limited,"TABLET, FILM COATED",,600,mg,
65862-444,Cetirizine Hydrochloride,,Aurobindo Pharma Limited,TABLET,,5,mg,
65862-793,Celecoxib,,Aurobindo Pharma Limited,POWDER,,50,kg,
66022-0110,Brimonidine Tartrate,,Symed Labs Limited,POWDER,,1,kg,
66218-500,Calcium carbonate granulation with maltodextrin and acacia gum granule,,"J.M. Huber Micropowders, Inc.",GRANULE,,23.75,kg,
66639-003,Erythromycin Stearate,,Calyx Chemcials & Pharmaceuticals,POWDER,,1,kg,
67651-0331,PRUCALOPRIDE SUCCINATE,,Patheon Pharmaceuticals Inc.,"TABLET, FILM COATED",,2,mg,
68210-4114,"ACETAMINOPHEN,DEXTROMETHORPHAN HYDROBROMIDE AND DOXYLAMINE SUCCINATE",,"Prodose, Inc.","CAPSULE, GELATIN COATED",,325,mg,
61957-3031,"OCTISALATE, TITANIUM DIOXIDE",FOREVER Transfer-proof 24h foundation High perfection Concentrated floral skincare with sunscreen Broad spectrum SPF 15 2.5W,Parfums Christian Dior,EMULSION,TOPICAL,35,mg,
61973-402,Lip Balm,Arizona Sun Products Golfblok Lip Balm SPF 15,Arizona Sun Products,LIPSTICK,TOPICAL,75,mg,
62106-1146,"Absinthium, Arnica montana, Aurum metallicum, Jateorhiza palmata, Rosmarinus officinalis, Stibium metallicum, Thymus vulgaris, Valeriana officinalis",UNDA 47,Seroyal USA,LIQUID,ORAL,15,[hp_X],
62135-492,Loxapine,Loxapine,"Chartwell RX, LLC",CAPSULE,ORAL,5,mg,
0268-1121,Corn Pollen,ZEA MAYS POLLEN,"ALK-Abello, Inc.","INJECTION, SOLUTION",SUBCUTANEOUS,.05,g,
0268-0628,HORSE EPITHELIA,EQUUS CABALLUS SKIN,"ALK-Abello, Inc.","INJECTION, SOLUTION",SUBCUTANEOUS,.1,g,
62207-327,Naproxen Sodium,Naproxen Sodium,Granules India Ltd,TABLET,ORAL,220,mg,
62332-585,Nystatin and Triamcinolone Acetonide,Nystatin and Triamcinolone Acetonide,Alembic Pharmaceuticals Inc.,OINTMENT,TOPICAL,100000,[USP'U],
62559-204,Baclofen,Baclofen,"ANI Pharmaceuticals, Inc.",SUSPENSION,ORAL,5,mg,
62670-6675,Alcohol,Anti Bacterial Moisturizing Hand Gel Leaves,"Bath & Body Works, Inc.",GEL,TOPICAL,70,mL,
62670-6947,Alcohol,Anti Bacterial Hand Gel Tis The Season,"Bath & Body Works, Inc.",GEL,TOPICAL,71,mL,
62756-238,Capecitabine,Capecitabine,"Sun Pharmaceutical Industries, Inc.","TABLET, FILM COATED",ORAL,150,mg,
63029-595,salicylic acid,Compound W,Medtech Products Inc.,GEL,TOPICAL,170,mg,
63083-2152,Sleep Disorder Drops,Sleep Disorder Drops 2152,Professional Complementary Health Formulas,LIQUID,ORAL,9,[hp_X],
63083-7410,L-Histidine High,L-Histidine High 7410,Professional Complementary Health Formulas,LIQUID,ORAL,15,[hp_X],
63148-350,BENZALKONIUM CHLORIDE,berkley jensen,Apollo Health and Beauty Care,SOAP,TOPICAL,130,mg,
63629-4776,QUETIAPINE FUMARATE,QUETIAPINE FUMARATE,Bryant Ranch Prepack,"TABLET, FILM COATED",ORAL,100,mg,
63629-8524,olmesartan medoxomil,olmesartan medoxomil,Bryant Ranch Prepack,"TABLET, FILM COATED",ORAL,40,mg,
0280-8268,"chlorpheniramine maleate, acetaminophen, phenylephrine hydrochloride, dextromethorphan hydrobromide",ALKA SELTZER COLD Cold Flu and Congestion Severe Fast Dissolve,Bayer HealthCare LLC.,"TABLET, EFFERVESCENT",ORAL,250,mg,
63667-933,MENTHOL,Original Herb Cough Drops,Ricola USA Inc.,LOZENGE,ORAL,5.5,mg,
63187-439,RISPERIDONE,RISPERIDONE,Proficient Rx LP,TABLET,ORAL,2,mg,
63187-799,Benzonatate,Benzonatate,Proficient Rx LP,CAPSULE,ORAL,100,mg,
63304-773,Lorazepam,Lorazepam,SUN PHARMACEUTICAL INDUSTRIES INC,TABLET,ORAL,1,mg,
63323-854,Hydromorphone Hydrochloride,Hydromorphone Hydrochloride,"Fresenius Kabi USA, LLC","INJECTION, SOLUTION","INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS",4,mg,
63479-0111,"ALLIUM SATIVUM, ALTERNARIA ALTERNATA, ASCORBICUM ACIDUM, ASPERGILLUS NIGER, AUREOBASIDIUM PULLULANS, BERBERIS VULGARIS, CADMIUM METALLICUM, CARBONEUM OXYGENISATUM, CHELIDONIUM MAJUS, CHLORINUM, CLADOSPORIUM PHAEROSPERMUM, COCHLIOBOLUS SATIVUS, COCHLIOBOLUS SPICIFER, GIBBERELLA FUJIKUROI, HOUSE DUST, LEAD, LYCOPODIUM CLAVATUM, MALUS SYLVESTRIS, MUCOR PLUMBEUS, NIACIN, PENICILLIUM NOTATUM, PETROLATUM, PHENOL, QUERCUS ROBUR, RHIZOPUS STOLONIFER, SOLIDAGO VIRGAUREA, TABACUM, VITAMIN A, VITAMIN E",A11 ENVIRO-PROTECT,Apex Energetics Inc.,SOLUTION/ DROPS,SUBLINGUAL,15,[hp_X],
63545-104,Argentum Iodatum,Argentum Iodatum,"Hahnemann Laboratories, Inc.",PELLET,ORAL,100,[hp_C],
63323-413,Neostigmine Methylsulfate,Neostigmine Methylsulfate,"Fresenius Kabi USA, LLC","INJECTION, SOLUTION",INTRAVENOUS,.5,mg,
63545-329,Bromoethanum,Bromoethanum,"Hahnemann Laboratories, INC.",PELLET,ORAL,100,[hp_C],
63545-578,Cadmium Fluoratum,Cadmium Fluoratum,"Hahnemann Laboratories, INC.",PELLET,ORAL,200,[hp_C],
63545-770,Agaricus muscarius,Agaricus muscarius,"Hahnemann Laboratories, Inc.",PELLET,ORAL,200,[hp_C],
63629-1228,Baclofen,Baclofen,Bryant Ranch Prepack,TABLET,ORAL,20,mg,
63629-2300,Hydrocodone Bitartrate and Acetaminophen,Hydrocodone Bitartrate and Acetaminophen,Bryant Ranch Prepack,TABLET,ORAL,325,mg,
65162-809,Alprazolam,Alprazolam,Amneal Pharmaceuticals LLC,"TABLET, EXTENDED RELEASE",ORAL,.5,mg,
65219-477,"SODIUM CHLORIDE, SODIUM LACTATE, POTASSIUM CHLORIDE, CALCIUM CHLORIDE",LACTATED RINGERS,"Fresenius Kabi USA, LLC","INJECTION, SOLUTION",INTRAVENOUS,20,mg,
65692-0530,Orange Creamsicle SPF 15 Broad Spectrum Lip Balm,Orange Creamsicle SPF 15 Broad Spectrum Lip Balm,"Raining Rose, Inc",STICK,TOPICAL,.09,g,
65852-013,"Brompheniramine Maleate, Dextromethorphan HBr",Rompe Pecho CF,"Dextrum Laboratories, Inc",LIQUID,ORAL,4,mg,
65862-454,Alprazolam,Alprazolam,Aurobindo Pharma Limited,"TABLET, EXTENDED RELEASE",ORAL,.5,mg,
0283-1023,Laxative,CEO-TWO,"Beutlich Pharmaceuticals, LLC",SUPPOSITORY,RECTAL,.9,g,
63900-110,Benzalkonium chloride,Saniclean,"Simoniz Saniclean, LLC",SOAP,TOPICAL,.13,g,
63941-942,"DEXTRAN 70, POLYETHYLENE GLYCOL 400, POVIDONE, TETRAHYDROZOLINE HYDROCHLORIDE",Best Choice Eye Drops Advanced Relief,"Valu Merchandisers, Co.",SOLUTION/ DROPS,OPHTHALMIC,.1,g,
64380-212,methimazole,Methimazole,Strides Pharma Science Limited,TABLET,ORAL,5,mg,
64942-1956,Ultraclear Black plus White Antiperspirant Deodorant,Degree,Conopco Inc. d/b/a/ Unilever,STICK,TOPICAL,9.6,g,
64616-069,Topical Skin Relief,Olive Leaf Acne Remedy,"Vitality Works, Inc",LIQUID,TOPICAL,12,[hp_X],
64942-1304,Aluminum Zirconium Tetrachlorohydrex GLY,Degree Clinical Shower Clean Antiperspirant and Deodorant,Conopco Inc. d/b/a Unilever,STICK,TOPICAL,20,g,
64942-2248,Advanced Care Invisible Sheer Cool Antiperspirant Deodorant,Dove,Conopco Inc. d/b/a/ Unilever,STICK,TOPICAL,11.4,g,
64950-243,Carbinoxamine Maleate,Carbinoxamine Maleate,Genus Lifesciences Inc.,SOLUTION,ORAL,4,mg,
65044-0788,"Standardized Grass Pollen, Ryegrass","Standardized Grass Pollen, Ryegrass",Jubilant HollisterStier LLC,"INJECTION, SOLUTION","PERCUTANEOUS, SUBCUTANEOUS",100000,[BAU],
65044-3565,Salmon Salmo salar,"Food - Fish and Shellfish, Salmon Salmo salar",Jubilant HollisterStier LLC,"INJECTION, SOLUTION","PERCUTANEOUS, SUBCUTANEOUS",.1,g,
65145-181,linezolid,Linezolid,Caplin Steriles Limited,"INJECTION, SOLUTION",INTRAVENOUS,600,mg,
67877-246,Quetiapine,Quetiapine,"Ascend Laboratories, LLC","TABLET, FILM COATED",ORAL,200,mg,
67877-717,Mesalamine,Mesalamine,"Ascend Laboratories, LLC","CAPSULE, EXTENDED RELEASE",ORAL,.375,g,
68001-441,Omeprazole,Omeprazole,BluePoint Laboratories,"TABLET, DELAYED RELEASE",ORAL,20,mg,
68016-056,Naproxen Sodium,Naproxen Sodium,Premier Value Alliance LLC,"CAPSULE, LIQUID FILLED",ORAL,220,mg,
66715-6339,"Ibuprofen tablet, film-coated","Ibuprofen, Caseys 4good","Lil' Drug Store Products, Inc.","TABLET, FILM COATED",ORAL,200,mg,
65862-820,Tenofovir Disoproxil Fumarate,Tenofovir Disoproxil Fumarate,Aurobindo Pharma Limited,"TABLET, FILM COATED",ORAL,250,mg,
66096-527,"Aralia Rac, Euphorbium, Galphimia, Hepar Sulph Calc, Histaminum, Hydrastis, Kali Bic, Kali Iod, Luffa, Pulsatilla, Teucrium Mar.",OHM Sinus Nasal,OHM PHARMA INC.,SPRAY,NASAL,6,[hp_X],
66302-101,treprostinil,Remodulin,United Therapeutics Corporation,"INJECTION, SOLUTION","INTRAVENOUS, SUBCUTANEOUS",20,mg,
0338-9777,"cyclophosphamide injection, solution",Cyclophosphamide,Baxter Healthcare Company,INJECTION,INTRAVENOUS,200,mg,
0362-3971,Dyclonine Hydrochloride,DycloPro,Septodont Inc,SOLUTION,TOPICAL,5,mg,
0363-0055,Camphor,Vaporizing,Walgreen Co.,INHALANT,RESPIRATORY (INHALATION),62,mg,
67046-1577,isosorbide mononitrate,isosorbide mononitrate,Coupler LLC,TABLET,ORAL,10,mg,
67091-380,DOCUSATE SODIUM,Winco Stool Softener,"WinCo Foods, LLC","CAPSULE, LIQUID FILLED",ORAL,100,mg,
67239-0210,articaine hydrochloride and epinephrine bitartrate,Articaine HCl and Epinephrine,Safco Dental Supply Co.,INJECTION,SUBMUCOSAL,40,mg,
67296-2250,MECLIZINE,MECLIZINE HYDROCHLORIDE,Redpharm Drug,TABLET,ORAL,12.5,mg,
67544-736,allopurinol,Allopurinol,"Aphena Pharma Solutions - Tennessee, LLC",TABLET,ORAL,100,mg,
0054-0079,Balsalazide Disodium,Balsalazide Disodium,Hikma Pharmaceuticals USA Inc.,CAPSULE,ORAL,750,mg,
0363-2730,Calcium Carbonate,ULTRA STRENGTH Antacid,WALGREEN CO,"TABLET, CHEWABLE",ORAL,1000,mg,
0363-3311,Cetirizine Hydrochloride,childrens allergy relief,Walgreen Company,SOLUTION,ORAL,5,mg,
68703-387,"Calc carb, Calc fluor, Causticum, Cineraria, Euphrasia, Naphthalinum, Nat mur, Phos, Quassia, Silicea",EyeClear Pro,Silver Star Brands,LIQUID,ORAL,30,[hp_X],
68071-3816,Phentermine Hydrochloride,Phentermine Hydrochloride,"NuCare Pharmaceuticals,Inc.",TABLET,ORAL,30,mg,
68071-1672,Lisinopril,LISINOPRIL,"NuCare Pharmaceuticals,Inc.",TABLET,ORAL,10,mg,
68071-2763,Ondansetron,Ondansetron,"NuCare Pharmaceuticals,Inc.","TABLET, ORALLY DISINTEGRATING",ORAL,8,mg,
68071-3565,Acetaminophen,Regular Strength Pain Relief,"NuCare Pharmaceuticals,Inc.",TABLET,ORAL,325,mg,
68071-4298,Penicillin V Potassium,Penicillin V Potassium,"NuCare Pharmaceuticals,Inc.","TABLET, FILM COATED",ORAL,250,mg,
68071-5020,Venlafaxine Hydrochloride,Venlafaxine Hydrochloride,"NuCare Pharmaceuticals,Inc.","CAPSULE, EXTENDED RELEASE",ORAL,150,mg,
68083-179,paclitaxel,PACLITAXEL PACLITAXEL,Gland Pharma Limited,"INJECTION, SOLUTION",INTRAVENOUS,6,mg,
68084-158,Morphine Sulfate,Morphine Sulfate Extended Release,American Health Packaging,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,30,mg,
68135-301,SAPROPTERIN DIHYDROCHLORIDE,Kuvan,BioMarin Pharmaceutical Inc.,"POWDER, FOR SOLUTION",ORAL,100,mg,
68180-559,Quinapril,Quinapril,"Lupin Pharmaceuticals, Inc.",TABLET,ORAL,40,mg,
68210-4110,Loratadine,Loratadine,Spirit Pharmaceuticals LLC,TABLET,ORAL,10,mg,
68382-526,bumetanide,bumetanide,Zydus Pharmaceuticals (USA) Inc.,TABLET,ORAL,1,mg,
68400-136,Sodium Fluoride,Gelato Neutral pH,"Mycone Dental Supply Co., Inc DBA Keystone Industries and Deepak Products Inc",GEL,DENTAL,4.086,g,
69423-390,Aluminum Zirconium Tetrachlorohydrex Gly,Secret Delicate Rose Invisible,The Procter & Gamble Manufacturing Company,STICK,TOPICAL,15,g,
69423-891,Sodium Fluoride,Crest 3D White Stain Eraser Fresh Mint,The Procter & Gamble Manufacturing Company,"PASTE, DENTIFRICE",ORAL,1.5,mg,
69452-406,glycopyrrolate,glycopyrrolate,Bionpharma Inc.,SOLUTION,ORAL,1,mg,
69561-005,Pain Relieve Gel-Patch,Lidocaine Pain Relieve Gel-Patch,"Henan Kangdi Medical Devices Co., Ltd",PATCH,TOPICAL,4,g,
69680-146,Pramipexole Dihydrochloride,Pramipexole Dihydrochloride,"Vitruvias Therapeutics, Inc.","TABLET, EXTENDED RELEASE",ORAL,.75,mg,
68788-8524,esomeprazole magnesium,esomeprazole magnesium,Preferred Pharmaceuticals Inc.,"CAPSULE, DELAYED RELEASE",ORAL,40,mg,
68788-8805,Omeprazole,Omeprazole,Preferred Pharmaceuticals Inc.,"CAPSULE, DELAYED RELEASE",ORAL,20,mg,
68788-7205,Metformin Hydrochloride,Metformin Hydrochloride,Preferred Pharmaceuticals Inc.,"TABLET, EXTENDED RELEASE",ORAL,750,mg,
68788-8137,"Butalbital, Acetaminophen, and Caffeine","Butalbital, Acetaminophen, Caffeine",Preferred Pharmaceuticals Inc.,TABLET,ORAL,325,mg,
68828-803,"Homosalate, Octisalate, Zinc Oxide",Always Liquid Foundation Makeup Sunscreen Broad Spectrum SPF 15 - Cocoa,"Distribuidora Comercial Jafra, S.A. de C.V.",LIQUID,TOPICAL,4.25,g,
69039-732,"AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE",Sun Bum 50 Premium Moisturizing Sunscreen,"Sun Bum, LLC",LOTION,TOPICAL,30,mg,
69097-708,Phytonadione,Phytonadione,Cipla USA Inc.,"INJECTION, EMULSION","INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS",10,mg,
69168-270,Acetaminophen and Phenylephrine HCl,Sinus Headache PEMaximum Strength Non-Drowsy Maximum Strength Non-Drowsy,Allegiant Health,TABLET,ORAL,325,mg,
69238-1311,Pregabalin,Pregabalin,Amneal Pharmaceuticals NY LLC,CAPSULE,ORAL,50,mg,
69256-467,Acetaminophen Dextromethorphan HBr Phenylephrine HCI DoxylamineSucinate,Daytime Nighttime Cold and Flu,"Harris Teeter, LLC",KIT,,,,
69315-286,ETRAVIRINE,ETRAVIRINE,"Leading Pharma, LLC",TABLET,ORAL,200,mg,
69367-389,Amitriptyline Hydrochloride,Amitriptyline Hydrochloride,"Westminster Pharmaceuticals, LLC","TABLET, COATED",ORAL,25,mg,
70484-008,"Octinoxate, Zinc Oxide",SPF 50 Daily UV Defense Broad Spectrum Sunscreen,"Vi Medical Products, INC",CREAM,TOPICAL,7.5,g,
70518-1193,Metoclopramide,Metoclopramide,REMEDYREPACK INC.,TABLET,ORAL,10,mg,
